,name,price_elasticity,price_mean,quantity_mean,intercept,slope,rsquared,p_value
0,"12 MacBook (Mid 2017, Silver)",-32.58291951219507,648.4950000000001,0.38461538461538464,25.429075046904266,-0.019324577861163192,0.19602734663710242,0.023507530156049904
1,ASUS VivoBook Max X541SA 15.6Inch Laptop Intel Pentium 4GB Memory 500GB HD Matte IMR X541SA-PD0703X,-8.046579055990277,150.36038461538462,0.5384615384615384,9.175192290661107,-0.028815923482265395,0.2819843940764546,0.005250641388820536
2,Acer 15.6 Chromebook CB5-571-C4G4,-4.233660596865754,121.73961538461536,0.7692307692307693,7.25580371884903,-0.02675104555982191,0.16164455764448704,0.041743145827516925
3,"Apple MacBook Pro MLUQ2LL/A 13.3 Notebook - Intel Core i5 Dual-core (2 Core) 2 GHz - 8 GB LPDDR3 - 256 GB SSD - Mac OS X 10.12 Sierra - 2560 x 1600 - In-plane Switching (IPS) Technology - Silver""",-3.0117792649451673,612.610576923077,0.6923076923076923,4.859060003177765,-0.0034035944386186486,0.2364643085505378,0.011773567938400726
4,"Dell - Inspiron 15.6 Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 1TB + 8GB Hybrid Hard Drive - Red""",-11.616440150478766,395.87961538461553,1.3076923076923077,31.65077906976735,-0.0383720930232557,0.32783924136373854,0.002236894408145825
5,"Details About Apple Macbook Air 13.3 Laptop (early 2015) 2.2ghz Core I7 8gb 256gb""",-34.12570578161698,398.25461538461553,0.38461538461538464,26.602201308378117,-0.032956985173397936,0.5103117989032799,4.145518656426403e-05
6,"Lenovo - 100S-14IBR 14 Laptop - Intel Celeron - 2GB Memory - 32GB eMMC Flash Memory - Navy blue""",-3.039125817897591,105.33153846153846,0.9615384615384616,6.778267965237146,-0.027743223027451698,0.27766734233407186,0.005677360674344018
